연번,상호명,업종,연락처,자치구,소재지,판매메뉴
584,본죽 (종암),한식,02-909-6233,성북구,서울 성북구 종암로 78,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
585,본죽 (중계),한식,02-6227-6200,노원구,서울 노원구 한글비석로 245,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
586,본죽 (중계브라운스톤),한식,02-976-6288,노원구,서울 노원구 동일로203가길 29,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
587,본죽 (중곡신성시장),한식,02-452-6233,광진구,서울 광진구 긴고랑로 115,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
588,본죽 (중앙대),한식,02-813-8802,동작구,서울 동작구 흑석로 91,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
589,본죽 (중화역),한식,02-495-6288,중랑구,서울 중랑구 봉화산로 36,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
590,본죽 (창동),한식,02-902-4850,도봉구,서울 도봉구 노해로63가길 12,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
591,본죽 (천호로데오),한식,02-488-6288,강동구,서울 강동구 천호대로 1033,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
592,본죽 (천호초교),한식,02-476-6233,강동구,서울 강동구 구천면로 300,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
593,본죽 (청담),한식,02-540-0779,강남구,서울 강남구 학동로 441,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
594,본죽 (청담프리마),한식,02-516-4588,강남구,서울 강남구 도산대로 521,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
595,본죽 (청량리),한식,02-960-6288,동대문구,서울 동대문구 홍릉로 12,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
596,본죽 (충정로역),한식,02-364-6282,중구,서울 중구 청파로 464,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
597,본죽 (코엑스몰),한식,02-2016-7477,강남구,서울 강남구 봉은사로 524,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
598,본죽 (평창),한식,02-391-6188,종로구,서울 종로구 평창12길 3,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
599,본죽 (풍납동),한식,02-484-6288,송파구,서울 송파구 토성로 52,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
600,본죽 (하계),한식,02-976-3361,노원구,서울 노원구 노원로 248,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
601,본죽 (학동역),한식,02-515-9533,강남구,서울 강남구 학동로 165,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
602,본죽 (한남순천향병원),한식,02-792-9148,용산구,서울 용산구 대사관로 63,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
603,본죽 (한성대입구),한식,02-741-6233,성북구,서울 성북구 삼선교로 8,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
604,본죽 (한양대),한식,02-2296-0545,성동구,서울 성동구 마조로 25,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
605,본죽 (행당동),한식,02-2282-0355,성동구,서울 성동구 행당로 101,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
606,본죽 (홍은1동),한식,02-302-6288,서대문구,서울 서대문구 홍은중앙로 103,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
607,본죽 (홍은서대문구청),한식,02-391-5006,서대문구,서울 서대문구 연희로 267,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
608,본죽 (홍제),한식,02-396-8340,서대문구,서울 서대문구 통일로 427,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
609,본죽 (화랑대역),한식,02-972-6288,노원구,서울 노원구 노원로1길 67,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
610,본죽 (화양사거리),한식,02-464-6282,광진구,서울 광진구 광나루로 341,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
611,본죽 (황학동롯데캐슬),한식,02-2048-6288,중구,서울 중구 청계천로 400,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
612,본죽 (회현역),한식,02-778-6288,중구,서울 중구 퇴계로 72,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 가평잣죽(비건), 단호박죽(비건), 동지팥죽(비건), 흑임자죽(비건), 녹두죽(비건)"
613,본죽&비빔밥cafe (강남역),한식,02-525-6653,서초구,서울 서초구 서초대로78길 36,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 동지팥죽(비건), 단호박죽(비건), 녹두죽(비건)"
614,본죽&비빔밥cafe (건대),한식,02-469-6288,광진구,서울 광진구 능동로 95,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 동지팥죽(비건), 단호박죽(비건), 녹두죽(비건)"
615,본죽&비빔밥cafe (고려대),한식,02-921-7921,성북구,서울 성북구 인촌로 90,"특전복내장죽(페스코), 특전복죽(페스코), 진전복죽(페스코), 전복죽(페스코), 매생이굴죽(페스코), 낙지김치죽(페스코), 해물죽(페스코), 버섯굴죽(페스코), 새우죽(페스코), 참치야채죽(페스코), 6가지야채죽(일반식,비건가능), 동지팥죽(비건), 단호박죽(비건), 녹두죽(비건)"
